dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
SPA,SPA322H1,Olga Tararova,Tararova O,Fall,2016,4.7,4.4,4.7,4.1,3.8,3.8,4.8,4.3,19,14
SPA,SPA352H1,Stephen Rupp,Rupp S,Fall,2016,4.3,4.7,4.8,4.6,4.6,4.3,4.6,3.5,12,10
SPA,SPA375H1,Eva-Lynn Jagoe,Jagoe E,Fall,2016,4.6,4.7,4.6,4.5,4.5,4.6,4.7,2.8,56,31
SPA,SPA420H1,Ana Perez-Leroux,Perez-Leroux A,Fall,2016,2.8,3,2.6,2.8,2.6,2.4,2.6,3.6,12,12
SPA,SPA480H1,Susan Antebi,Antebi S,Fall,2016,4.4,4.4,4.5,4.3,4.5,4,4.5,3.3,15,13
SPA,SPA100Y1,Veronika Brejkaln,Brejkaln V,Winter,2017,4,4.3,4.5,4.1,4.1,4,4.3,3.3,45,22
SPA,SPA100Y1,Estefania Gordo Garcia,Gordo Garcia E,Winter,2017,4,4.3,4,4.1,4.1,4,4.1,3.3,45,22
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2017,3.5,3.5,3.3,3.3,3.2,2.9,3.5,3.7,51,19
SPA,SPA100Y1,Juan Rocha Osornio,Rocha Osornio J,Winter,2017,4,4.2,4.5,4,4.1,4,4.6,3.1,56,43
SPA,SPA100Y1,Olga Nedvyga,Nedvyga O,Winter,2017,3.8,4,3.7,4,4,3.7,3.9,3.3,55,24
SPA,SPA100Y1,Juan Rocha Osornio,Rocha Osornio J,Winter,2017,4,4.3,4.6,4.1,3.9,4.1,4.6,2.9,67,36
SPA,SPA100Y1,Erin Pettibone,Pettibone E,Winter,2017,4,4.1,4.3,3.7,4,3.2,4.1,3.2,56,21
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2017,3.8,3.9,3.8,3.4,3.5,3.3,3.9,3.1,56,21
SPA,SPA100Y1,Veronika Brejkaln,Brejkaln V,Winter,2017,3.9,4.3,4.5,4,4,4,4.3,3.2,56,29
SPA,SPA100Y1,Rosmery Mujica Morales,Mujica Morales R,Winter,2017,3.5,3.7,3.1,3.6,3.7,3,3.1,3.1,62,25
SPA,SPA219Y1,Maria Zabalza,Zabalza M,Winter,2017,4.6,4.6,4.8,3.4,4,3.8,4.6,3.2,10,5
SPA,SPA220Y1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2017,3.5,4.1,4.3,3.5,3.6,3.6,4.1,3.2,34,14
SPA,SPA220Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2017,4,4.3,4.2,3.6,3.6,3.7,4,3,17,11
SPA,SPA220Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2017,4.1,4.4,4.5,4,4.3,4,4.3,2.9,28,15
SPA,SPA220Y1,Juan Rocha Osornio,Rocha Osornio J,Winter,2017,4.2,4.4,4.8,3.8,3.7,4.2,4.9,3.3,31,23
SPA,SPA221H1,Malina Radu,Radu M,Winter,2017,4.1,4.4,4.4,4.4,4.5,4.2,4.3,3.4,29,19
SPA,SPA258H1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2017,4.4,4.4,4.5,4.2,4.1,3.9,4.4,3.2,23,14
SPA,SPA320Y1,Yolanda Iglesias,Iglesias Y,Winter,2017,3.5,3.6,3.9,3,3.2,2.9,3.9,3.6,24,14
SPA,SPA320Y1,Matthew Patience,Patience M,Winter,2017,4,4.2,4.6,3.6,3.8,3.8,4.8,3.7,28,22
SPA,SPA320Y1,Rosa Sarabia,Sarabia R,Winter,2017,3.6,3.4,4.4,3.1,3.1,2.8,4.4,3.6,27,16
SPA,SPA324H1,Gabrielle Klassen,Klassen G,Winter,2017,4.2,4.1,4.2,4,3.9,4,4.5,3.6,19,14
SPA,SPA341H1,Oleksiy Babych,Babych O,Winter,2017,4.1,4.1,4.2,4,4.3,4,3.9,3,17,16
SPA,SPA348H1,Yolanda Iglesias,Iglesias Y,Winter,2017,3.9,4,4.3,3.8,3.9,3.6,4.3,3.9,16,13
SPA,SPA384H1,Rosa Sarabia,Sarabia R,Winter,2017,4.1,4.3,4.2,3.9,4,3.8,4.2,3.3,18,10
SPA,SPA420H1,Maria Cuervo,Cuervo M,Winter,2017,4.5,3.7,4.8,3.5,3.5,4,4.7,3.7,15,8
SPA,SPA454H1,Sanda Munjic,Munjic S,Winter,2017,3.6,3.6,3.3,3.3,3.5,2.7,3.6,4.2,16,12
SPA,SPA467H1,Martha Batiz Zuk,Batiz Zuk M,Winter,2017,4.71,4.43,5,4.43,4.71,4.67,4.86,3.29,10,7
PRT,PRT100Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2017,3.8,4.2,4.3,4,4,4,4.3,3,21,6
PRT,PRT100Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2017,4.2,4.6,3.8,3.6,4.4,3.4,4.8,3,12,5
PRT,PRT120Y1,Anabela Alves dos Santos Rato,Alves dos Santos Rato A,Winter,2017,4.7,5,5,4.7,4.9,4.7,5,2.9,10,7
PRT,PRT219Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2017,4.8,4.7,5,4.5,4.5,5,4.6,3,12,7
PRT,PRT364H1,Anabela Alves dos Santos Rato,Alves dos Santos Rato A,Winter,2017,4.7,4.8,5,5,5,5,5,3.2,11,6
SPA,SPA100Y1,Estefania Gordo Garcia,Gordo Garcia E,Summer,2016,3.8,3.9,3.7,3.8,4,3.5,4.3,3.3,44,12
SPA,SPA220Y1,Olga Nedvyga,Nedvyga O,Summer,2016,4.3,4.7,4.3,4.3,4.2,4.3,4.5,3.8,11,7
SPA,SPA475H1,Eva-Lynn Jagoe,Jagoe E,Winter,2016,4.7,4.8,4.7,4.7,4.8,4.5,4.8,3.5,11,6
SPA,SPA323H1,Tara Downs,Downs T,Winter,2016,3.2,3.3,4,3.6,4,3.8,4.5,2.8,26,15
SPA,SPA420H1,Matthew Patience,Patience M,Winter,2016,4.7,4.8,4.5,4.3,4.1,4.2,4.2,3.7,16,10
SPA,SPA320Y1,Mariya Dzhyoyeva,Dzhyoyeva M,Winter,2016,2.1,2.1,1.7,2.2,2.1,1.7,2.1,3.3,29,9
SPA,SPA320Y1,Rosmery Mujica Morales,Mujica Morales R,Winter,2016,3.4,3.6,3.9,3.5,3.2,2.8,3.5,3.8,25,12
SPA,SPA320Y1,Olga Tararova,Tararova O,Winter,2016,4,3.9,4.3,3.3,3.3,3.5,4.4,3.8,30,12
PRT,PRT420H1,Hudson Moura,Moura H,Winter,2016,3.6,3.6,4.4,4,4,3.6,4,2.4,7,5
PRT,PRT219Y1,Aline Alves Ferreira,Alves Ferreira A,Winter,2016,4.6,5,5,4.7,4.7,4.7,4.9,2.9,16,7
SPA,SPA219Y1,Maria Zabalza,Zabalza M,Winter,2016,3.6,3.8,4.8,3.8,3.4,3.4,4.8,3,14,5
PRT,PRT100Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2015,3.1,3.6,3.4,3.6,4,3.1,3.3,3.4,23,10
PRT,PRT100Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2015,3.4,4.2,4,4.4,4.4,3.8,3.6,3,17,6
PRT,PRT220Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2015,4.1,4.2,4.3,4.3,4.1,4,4.3,3,20,10
PRT,PRT255H1,Hudson Moura,Moura H,Winter,2015,2.7,2.1,2.7,2.4,2.8,2.2,2.8,2.8,22,10
PRT,PRT320Y1,Jose Abreu Ferreira,Abreu Ferreira J,Winter,2015,2.6,2.8,4,3.2,3.4,3,3,2.4,11,5
SPA,SPA100Y1,Tanya Battersby,Battersby T,Winter,2015,4.3,4.7,4.2,3.8,3.8,4.2,4.5,3.2,22,8
SPA,SPA100Y1,Tanya Battersby,Battersby T,Winter,2015,3.6,4.1,3.6,3.4,3.1,3.7,3.6,3.3,19,8
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2015,2.6,2.8,1.8,3,3,2.6,1.6,2.8,20,5
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2015,4.4,4.3,2.7,4.3,4.1,3.9,2.3,2.8,21,8
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2015,2.6,3.2,1.8,3,3.6,2.8,1.8,3,20,5
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2015,3,3.3,1.9,3.5,4,2.9,2.3,3.3,19,8
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2015,3.8,3.4,3.8,3.4,3.2,3.4,3.8,3,23,5
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2015,4.3,4.7,4.3,4.3,3.9,4,4.3,3.4,18,7
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2015,4.3,4.3,4.7,4.4,4.6,4.4,4.7,2.9,21,8
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2015,2.8,3.3,4.8,2.8,2.8,2.5,4.3,3.3,18,5
SPA,SPA100Y1,Matthew Patience,Patience M,Winter,2015,4.5,4.5,4.5,4.4,4.4,4.4,4.8,3,18,8
SPA,SPA100Y1,Matthew Patience,Patience M,Winter,2015,4,4.5,4.3,4.7,4.5,4.2,4.3,2.8,24,6
SPA,SPA100Y1,Matthew Patience,Patience M,Winter,2015,3.6,4,4.3,4,3.7,4,4.4,2.6,21,7
SPA,SPA100Y1,Matthew Patience,Patience M,Winter,2015,4,4.6,4.8,3.8,4.2,4.2,4.6,3,23,5
SPA,SPA100Y1,Matthew Patience,Patience M,Winter,2015,3.8,3.5,4.2,4.2,3.8,3.3,4.3,3.2,19,6
SPA,SPA219Y1,Ximena Berecochea,Berecochea X,Winter,2015,3.2,3.4,3.9,3.4,3.8,3.3,3.7,3.8,26,9
SPA,SPA220Y1,Raquel Castellanos,Castellanos R,Winter,2015,3.7,3.9,3.9,3.6,3.9,3,3.3,3.3,25,7
SPA,SPA220Y1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2015,4.4,4.6,5,4.4,4.2,4.6,5,3,15,5
SPA,SPA220Y1,Olga Nedvyga,Nedvyga O,Winter,2015,3.2,3.3,2.9,3.3,3.3,2.7,2.9,3.5,29,12
SPA,SPA220Y1,Olga Tararova,Tararova O,Winter,2015,3.9,4.3,4.7,3.8,3.9,4.1,4.8,3.5,28,15
SPA,SPA259H1,Nestor Rodriguez,Rodriguez N,Winter,2015,4,4,4.3,4.1,4.1,4,4.5,2.6,33,8
SPA,SPA320Y1,Yadira Alvarez Lopez,Alvarez Lopez Y,Winter,2015,3.1,3.1,4,2.1,2.3,2.6,4,3.6,30,9
SPA,SPA320Y1,Yolanda Iglesias,Iglesias Y,Winter,2015,4,4.4,4.4,4.2,4.2,4.2,4,3.4,18,6
SPA,SPA320Y1,Malina Radu,Radu M,Winter,2015,3.4,4.8,4.4,3.6,4.8,3.4,3.8,3.6,22,7
SPA,SPA321H1,Olivia Marasco,Marasco O,Winter,2015,4.7,4.8,4.9,4.9,4.9,4.9,4.8,3.6,36,11
SPA,SPA323H1,Tara Downs,Downs T,Winter,2015,3.3,3.6,3.9,3.8,4.1,3.8,4.2,3,29,13
SPA,SPA326H1,Anna Limanni,Limanni A,Winter,2015,4.3,4.6,4.8,4,4,4,4.4,3.3,20,8
SPA,SPA375H1,Eva-Lynn Jagoe,Jagoe E,Winter,2015,3.5,3.7,3.6,3.4,3.7,3.3,3.4,2.9,50,12
SPA,SPA420H1,Maria Cuervo,Cuervo M,Winter,2015,3.8,4.2,4.2,3.6,3.7,3.5,4,4.3,15,9
SPA,SPA452H1,Sanda Munjic,Munjic S,Winter,2015,3.6,3.8,3.1,3.4,3.4,3.4,3.9,3.4,18,8
SPA,SPA468H1,Victor Rivas,Rivas V,Winter,2015,4.2,4,4,4,4,3.5,4.8,3.7,17,6
PRT,PRT250H1,Maria Marujo,Marujo M,Fall,2015,3,3.4,3.3,3,3.4,3.4,4,3.3,18,7
PRT,PRT252H1,Maria Marujo,Marujo M,Fall,2015,3.2,3.2,3.3,3.2,3,2.8,3.5,3,16,7
SPA,SPA219Y1,Oliver Velazquez Toledo,Velazquez Toledo O,Fall,2015,2.7,2.8,2.5,2.7,2.5,2.3,2,2.7,18,6
SPA,SPA220Y1,Sanda Munjic,Munjic S,Fall,2015,3.7,3.9,4.1,3.3,3.7,3.5,3.9,3,36,17
SPA,SPA254H1,Stephen Rupp,Rupp S,Fall,2015,4,4.3,4,4,4.4,3.6,4.4,3,22,8
SPA,SPA258H1,Olga Nedvyga,Nedvyga O,Fall,2015,4.1,4.3,4.5,4.4,4.6,3.9,4.1,3.3,15,11
SPA,SPA320Y1,Nestor Rodriguez,Rodriguez N,Fall,2015,3.6,3.5,4.3,3.6,3.8,3.6,4.4,3,33,11
SPA,SPA320Y1,Rosa Sarabia,Sarabia R,Fall,2015,3.3,3.3,4.1,3.2,3.4,3,4.4,3.5,31,18
SPA,SPA322H1,Irina Marinescu,Marinescu I,Fall,2015,3,3.8,3.6,3.8,3.6,2.8,4,4,14,5
SPA,SPA386H1,Victor Rivas,Rivas V,Fall,2015,4.3,4.2,4.3,4.2,4.3,4.2,4.7,3.3,13,9
SPA,SPA420H1,Maria Cuervo,Cuervo M,Fall,2015,4.2,4.3,4.7,3.8,3.5,4,4.5,4.2,14,6
SPA,SPA454H1,Sanda Munjic,Munjic S,Fall,2015,3.3,3.6,2.9,3.2,3.2,2.7,3.1,4.5,13,10
SPA,SPA487H1,Nestor Rodriguez,Rodriguez N,Fall,2015,4.4,4.6,4.5,4.2,4.2,4.2,4.3,2.9,20,14
PRT,PRT100Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2016,3.6,3.7,3.8,3.3,3.5,3.3,4.5,2.8,35,16
SPA,SPA259H1,Oleksiy Babych,Babych O,Winter,2016,3.7,3.9,4.1,3.6,3.5,3.8,4,3.2,38,14
SPA,SPA220Y1,Olivia Marasco,Marasco O,Winter,2016,4.2,4.4,4.6,3.6,3.8,4,4.3,3.3,36,14
SPA,SPA220Y1,Gabrielle Klassen,Klassen G,Winter,2016,3.8,3.9,4.5,3.7,3.9,3.6,4.8,3.3,35,16
SPA,SPA220Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2016,4.3,4.6,3.8,4.2,4.4,3.4,3.9,3.6,30,11
SPA,SPA220Y1,Malina Radu,Radu M,Winter,2016,4.1,3.9,4.4,3.6,3.5,3.9,4.3,3.4,32,18
PRT,PRT359H1,Hudson Moura,Moura H,Winter,2016,5,5,4.8,4.6,4.8,4.8,4.8,3.4,6,5
PRT,PRT320Y1,Jose Abreu Ferreira,Abreu Ferreira J,Winter,2016,2.8,3.5,3,3,3.8,2.3,2.5,2,9,5
PRT,PRT120Y1,Luciana de Almeida Graca,de Almeida Graca L,Winter,2016,3.6,4.3,4.2,4.3,4.1,3.7,4.6,2.6,21,11
SPA,SPA450H1,Yolanda Iglesias,Iglesias Y,Winter,2016,4.2,4.3,4.5,4.2,4,4.2,4.3,4.3,15,6
PRT,PRT320Y1,Jose Abreu Ferreira,Abreu Ferreira J,Fall,2013,3,3.6,3.2,3.4,3.2,3,2.6,2.8,13,6
SPA,SPA100Y1,Oleksiy Babych,Babych O,Fall,2013,3.3,3.5,3.2,3.6,3.7,3.1,3.7,3,50,16
SPA,SPA100Y1,Oleksiy Babych,Babych O,Fall,2013,3.3,3.8,3.1,3.4,3.5,3,3.2,3,49,22
SPA,SPA220Y1,Agnieszka Bijos,Bijos A,Fall,2013,4.4,4.2,4.6,3.9,4,4.3,4.5,3.2,35,20
SPA,SPA220Y1,Tanya Battersby,Battersby T,Fall,2013,4.1,4.2,4.6,4,4,3.9,4.4,2.8,32,14
SPA,SPA258H1,Ramiro Armas Austria,Armas Austria R,Fall,2013,4.3,4.4,4.8,4.3,4.5,4.1,4.8,3.2,37,13
SPA,SPA322H1,Maria Cuervo,Cuervo M,Fall,2013,3.9,4.1,4.1,3.9,3.6,3.6,4.1,4,17,10
SPA,SPA323H1,Tara Downs,Downs T,Fall,2013,3.3,3.5,4.1,4,4.1,3.7,4.1,2.9,33,21
SPA,SPA381H1,Gina Beltran,Beltran G,Fall,2013,4.4,4.2,4.4,4.3,4.3,4.3,4.5,3.1,22,15
SPA,SPA454H1,Robert Davidson,Davidson R,Fall,2013,4.4,4.6,4.5,4.1,4.2,4.4,4.8,3.8,27,22
SPA,SPA487H1,Nestor Rodriguez,Rodriguez N,Fall,2013,4.5,4.4,4.5,4.2,4.3,4.3,4.5,3.2,28,14
PRT,PRT100Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2014,4.2,4.5,4.4,4.2,4.2,3.8,4.2,2.9,26,18
PRT,PRT100Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2014,3.4,3.3,3.2,3.6,3.4,3,4.1,3.3,30,14
PRT,PRT110Y1,Aida Jordao,Jordao A,Winter,2014,4.6,4.6,4.8,4.6,4.6,4.6,5,2.6,10,5
PRT,PRT220Y1,Joao Vicente Faustino,Vicente Faustino J,Winter,2014,3.9,4.1,4.6,4,3.7,3.7,4.6,3.1,13,7
PRT,PRT250H1,Maria Marujo,Marujo M,Winter,2014,4.1,4.5,4.4,4.8,4.8,4,4.9,2.8,21,10
PRT,PRT252H1,Maria Marujo,Marujo M,Winter,2014,4,4.7,4.4,4,4.4,4.3,4.7,2.9,24,12
PRT,PRT320Y1,Maria Marujo,Marujo M,Winter,2014,3.6,4.6,3.6,4.4,4,3.2,3.8,3,13,5
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2014,3.8,4.1,2.4,4.2,4.1,3.5,1.9,2.9,40,16
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Winter,2014,3,3.3,3.1,3,3.2,2.2,3.6,3.3,34,10
SPA,SPA100Y1,Laura Colantoni,Colantoni L,Winter,2014,3.2,3.7,4.5,4,3.9,2.9,4.5,2.9,31,13
SPA,SPA100Y1,Olga Tararova,Tararova O,Winter,2014,3.2,3.7,1.8,4,3.9,2.9,1.9,2.9,31,13
SPA,SPA100Y1,Laura Colantoni,Colantoni L,Winter,2014,3.6,4,3.9,3.6,3.7,3.5,3.9,3.1,34,16
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2014,3.3,3.6,3.8,3.1,3.3,3.2,3.8,3.5,37,15
SPA,SPA100Y1,Malina Radu,Radu M,Winter,2014,3.9,3.6,4.3,4.6,4,3,4.1,3.3,34,9
SPA,SPA100Y1,Laura Colantoni,Colantoni L,Winter,2014,4,4.4,3.6,4.1,3.9,3.7,3.7,3,37,13
SPA,SPA100Y1,Olga Tararova,Tararova O,Winter,2014,4,4.4,3.9,4.1,3.9,3.7,3.9,3,37,13
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2014,3.8,4,3.7,3.8,3.6,3.3,3.4,3.2,31,11
SPA,SPA100Y1,Olga Tararova,Tararova O,Winter,2014,3.9,4.1,3.6,4.3,3.9,3.4,3.7,3.1,39,17
SPA,SPA100Y1,Malina Radu,Radu M,Winter,2014,3.2,3.6,3.7,3.8,3.7,3.3,3.8,3.3,35,18
SPA,SPA219Y1,Iban Fernandez Pelaez,Fernandez Pelaez I,Winter,2014,4.3,4.5,4.7,4.7,4.7,4.5,4.6,3.2,28,16
SPA,SPA220Y1,John Patience,Patience J,Winter,2014,3.4,3.9,3.8,3.8,4,3.8,4.1,2.9,30,23
SPA,SPA220Y1,Brys Stafford,Stafford B,Winter,2014,3.6,3.9,3.6,3.6,3.6,3.5,3.5,2.9,32,12
SPA,SPA220Y1,Manuel Campirano Sanchez,Campirano Sanchez M,Winter,2014,3.5,3.5,3.7,3.7,3.9,3.2,3.7,2.8,29,15
SPA,SPA220Y1,Olga Nedvyga,Nedvyga O,Winter,2014,3.2,3.8,3.4,3.2,3.8,3,3.6,2.8,10,5
SPA,SPA220Y1,Raquel Castellanos,Castellanos R,Winter,2014,3.6,3.7,4,3.4,3.3,3,3.9,2.8,22,11
SPA,SPA220Y1,Tara Downs,Downs T,Winter,2014,4.1,4.4,4.4,4.2,4.3,4.3,4.3,2.8,28,10
SPA,SPA259H1,Martha Batiz Zuk,Batiz Zuk M,Winter,2014,4.5,4.5,4.8,4.3,4.3,4.3,4.8,3.3,43,24
SPA,SPA320Y1,Ximena Berecochea,Berecochea X,Winter,2014,3.6,3.8,4.2,3.3,3.3,3.1,4.1,3.2,29,17
SPA,SPA320Y1,Rosmery Mujica Morales,Mujica Morales R,Winter,2014,3.6,3.7,3.7,3.3,3.3,2.5,3.6,3.2,20,11
SPA,SPA320Y1,Rosa Sarabia,Sarabia R,Winter,2014,3.8,4,4.3,3.9,4,3.7,4.6,3.9,28,11
SPA,SPA368H1,Laura Colantoni,Colantoni L,Winter,2014,4.4,4.6,4.6,3.8,4.2,4,5,3.8,13,6
SPA,SPA368H1,Sanda Munjic,Munjic S,Winter,2014,4.4,4.6,4.2,3.8,4.2,4,4.8,3.8,13,6
SPA,SPA382H1,Rosa Sarabia,Sarabia R,Winter,2014,3.8,3.8,3.9,4.1,4.2,3.7,4,3.3,27,15
SPA,SPA385H1,Victor Rivas,Rivas V,Winter,2014,4.7,4.5,4.7,4.7,4.6,4.4,4.8,3.7,24,16
SPA,SPA420H1,Ana Perez-Leroux,Perez-Leroux A,Winter,2014,3.6,3.8,3.2,2.6,3,2.8,3.6,3.2,11,5
SPA,SPA440H1,Robert Davidson,Davidson R,Winter,2014,4.3,4.5,4.5,3.8,4.3,4.1,4.9,2.9,23,15
SPA,SPA452H1,Sanda Munjic,Munjic S,Winter,2014,3.4,3.6,4.1,3.6,3.8,3.5,4.3,3.8,21,12
SPA,SPA100Y1,Raquel Castellanos,Castellanos R,Winter,2016,3.4,3.7,3.4,3.3,3.5,3.2,3.4,3.3,92,23
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2016,3.7,4.1,3.9,4.1,4,3.7,3.7,3.1,94,21
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Winter,2016,3.6,3.9,3.6,3.9,3.8,3.5,3.7,3,84,22
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2016,3.9,3.9,4.1,3.8,3.8,3.7,4.1,3.3,88,31
SPA,SPA100Y1,Anna Limanni,Limanni A,Winter,2016,3.9,4.2,4.3,3.8,3.7,3.8,4.4,3.1,85,23
SPA,SPA100Y1,Estefania Gordo Garcia,Gordo Garcia E,Winter,2016,3.2,3.3,3.1,3.6,3.7,3.1,3.8,3.2,91,15
SPA,SPA100Y1,Tanya Battersby,Battersby T,Winter,2016,3.8,4,4.4,3.9,3.9,3.6,4.3,3.3,79,24
SPA,SPA221H1,Anna Limanni,Limanni A,Winter,2016,3.7,4.1,4.7,4.3,4.3,4.2,4.7,2.8,32,14
PRT,PRT355H1,Hudson Moura,Moura H,Winter,2016,4.6,4.9,5,4.8,4.7,4.7,4.9,2.9,12,11
SPA,SPA440H1,Robert Davidson,Davidson R,Winter,2016,4.5,4.8,5,4.9,4.6,4.8,5,3,9,8
SPA,SPA220Y1,Olga Nedvyga,Nedvyga O,Summer,2015,3.4,3.5,3.6,3.6,3.9,3.4,4,4,13,8
SPA,SPA220Y1,Olga Tararova,Tararova O,Summer,2015,3.8,3.9,4.1,3.6,3.6,3.5,4.5,3.5,16,8
SPA,SPA320Y1,Olivia Marasco,Marasco O,Summer,2014,4.1,4.6,4.1,4.2,4.4,4,4.1,3.6,14,9
SPA,SPA220Y1,Brys Stafford,Stafford B,Summer,2014,4.5,4,4.8,4.5,4.3,4,4.5,3.3,13,5
SPA,SPA100Y1,Erin Hamlyn,Hamlyn E,Summer,2014,3.8,4.1,3,3.9,3.7,3.5,3.1,3.2,39,11
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Summer,2014,4.2,4.8,4,4.2,4.2,4,4.2,3.6,39,5
SPA,SPA100Y1,Manuel Ramirez-Salazar,Ramirez-Salazar M,Summer,2014,4,4.4,4.2,4,4.4,4,4.2,2.4,25,5
PRT,PRT250H1,Maria Marujo,Marujo M,Fall,2014,3.8,4.2,4.3,3.7,4.1,4.1,4.7,3,24,10
PRT,PRT320Y1,Maria Marujo,Marujo M,Fall,2014,3.3,3.3,3.6,3.1,3.3,3,3.6,2.7,11,7
SPA,SPA220Y1,Olivia Marasco,Marasco O,Fall,2014,3.7,4.1,4.8,3.9,3.9,4.1,4.4,3,28,8
SPA,SPA258H1,Brys Stafford,Stafford B,Fall,2014,3.4,3.7,3.9,3.8,3.8,3.3,4.1,2.7,49,18
SPA,SPA322H1,Ana Perez-Leroux,Perez-Leroux A,Fall,2014,3.4,3.6,3,3.2,3.2,3.4,4.2,4.2,15,6
SPA,SPA381H1,Nestor Rodriguez,Rodriguez N,Fall,2014,4.5,4.4,4.6,4.4,4.6,4.5,4.6,3.1,20,14
SPA,SPA420H1,Ana Perez-Leroux,Perez-Leroux A,Fall,2014,2.3,3.1,1.9,2.9,3.1,2.1,2.6,3.9,15,9
SPA,SPA454H1,Robert Davidson,Davidson R,Fall,2014,4,4.3,4.3,3.9,3.8,3.6,4.7,4.2,22,10
SPA,SPA467H1,Martha Batiz Zuk,Batiz Zuk M,Fall,2014,4.8,4.9,5,4.9,4.9,4.9,4.9,3.2,23,14
SPA,SPA482H1,Victor Rivas,Rivas V,Fall,2014,4.5,4.3,4.2,3.8,3.8,3.8,4.7,3.7,7,6
SPA,SPA486H1,Nestor Rodriguez,Rodriguez N,Fall,2014,4.8,5,4.8,4.8,4.9,4.6,5,3.1,15,13
SPA,SPA100Y1,Oleksiy Babych,Babych O,Summer,2015,3.6,4.4,3.9,4.1,4.4,3.6,3.9,2.9,48,16
SPA,SPA100Y1,Malina Radu,Radu M,Summer,2015,4.1,4.4,4.5,4.3,4.3,4.3,4.5,2.8,49,11
SPA,SPA100Y1,Raquel Castellanos,Castellanos R,Summer,2015,4.2,4.6,4.7,4.5,4.2,4.2,4.4,2.8,26,10
SPA,SPA100Y1,Gabrielle Klassen,Klassen G,Summer,2015,4.3,4.7,4.7,4.6,4.6,4.6,4.6,2.6,26,11
SPA,SPA100Y1,Maria Zabalza,Zabalza M,Fall,2018,3.4,4.1,4.2,4,4.2,4.1,4.4,2.9,59,13
SPA,SPA320Y1,Rosa Sarabia,Sarabia R,Fall,2018,3.2,3.6,3.8,3.2,3.1,3.1,3.9,2.9,32,11
SPA,SPA382H1,Rosa Sarabia,Sarabia R,Fall,2018,4.4,4.6,4.3,4.1,4.1,4.3,4.4,3,17,7
SPA,SPA352H1,Stephen Rupp,Rupp S,Fall,2018,4.3,4.4,4.7,4.2,4.6,4.4,4.4,3.1,11,9
SPA,SPA220Y1,Juan Rocha Osornio,Rocha Osornio J,Fall,2018,4.4,4.7,4.7,4.5,4.6,4.7,4.7,3.3,42,15
SPA,SPA220Y1,Juan Rocha Osornio,Rocha Osornio J,Fall,2018,4.4,4.4,4.8,4.5,4.7,4.7,4.9,3.1,38,17
SPA,SPA100Y1,Juan Rocha Osornio,Rocha Osornio J,Fall,2018,4.3,4.4,4.7,4.4,4.5,4.4,4.8,2.6,48,14
SPA,SPA100Y1,Juan Rocha Osornio,Rocha Osornio J,Fall,2018,4.2,4.6,4.7,4.6,4.7,4.6,5,2.6,62,11
SPA,SPA486H1,Nestor Rodriguez,Rodriguez N,Fall,2018,4.9,5,4.8,4.6,4.9,4.9,4.9,3.4,16,8
PRT,PRT368H1,Suzi Oliveira de Lima,Oliveira de Lima S,Fall,2018,3.9,4.3,4.2,4,3.9,4.1,4.5,3.5,25,13
