course,instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded
RSM230H1,Donald Brean,Fall,2017,3.9,4.1,3.3,4.1,4.2,3.8,3.2,3.5,3.9,58,16
RSM428H1,Jeffrey Callen,Fall,2017,3.3,3.3,2.6,3.1,2.8,2.6,2.8,4,2.3,38,20
RSM455H1,Rajat Chadda,Fall,2017,3.2,3.3,2.9,3.7,3.8,3,2.7,2.9,3.5,52,12
RSM260H1,Marlys Christianson,Fall,2017,3.8,4.2,4.5,4,4,4,4.4,3.3,3.9,43,27
RSM260H1,Marlys Christianson,Fall,2017,3.7,4.2,4.3,4,3.9,3.9,4.2,3.1,3.9,52,35
RSM260H1,Marlys Christianson,Fall,2017,3.9,4.1,4.3,4,4,4,4.2,3,3.9,45,26
RSM260H1,Marlys Christianson,Fall,2017,3.9,3.9,4.5,3.9,3.7,3.9,4.5,2.9,3.9,51,34
RSM332H1,Alexandre Corhay,Fall,2017,4.5,4.5,4.6,4.1,4,3.9,4.7,3.9,3.6,42,24
RSM332H1,Alexandre Corhay,Fall,2017,4,4,4.3,4,4,3.8,4.3,3.8,3.5,50,24
RSM332H1,Alexandre Corhay,Fall,2017,4.3,4.3,4.6,4.1,4,4,4.4,3.9,3.5,52,29
RSM250H1,Samuel Cukierman,Fall,2017,3.6,3.7,4.1,3.7,3.8,3.4,4.1,2.8,3.9,52,18
RSM324H1,Scott Douglas,Fall,2017,4.8,5,5,4.5,4.4,4.6,4.9,3.7,4,23,11
RSM221H1,Scott Douglas,Fall,2017,4.3,4.6,4.7,3.7,4.1,4.5,4.4,3.5,3.6,23,15
RSM221H1,Scott Douglas,Fall,2017,4.3,4.6,4.7,3.8,3.8,3.7,4.8,3.8,3.3,10,6
RSM219H1,Scott Douglas,Fall,2017,4.2,4.7,4.7,4.3,4.3,4.2,4.7,3.3,4.2,41,33
RSM459H1,Christopher Ferguson,Fall,2017,4.6,4.8,4.9,4.5,4.6,4.5,4.8,3.1,4.6,41,21
RSM333H1,Craig Geoffrey,Fall,2017,4.3,4.4,4.5,4.3,4.3,3.9,4.3,3.4,4,53,30
RSM333H1,Craig Geoffrey,Fall,2017,4,4.2,4.6,3.8,3.9,3.9,4.4,3.2,3.7,55,24
RSM333H1,Craig Geoffrey,Fall,2017,4.3,4.4,4.6,4.2,4.3,4.2,4.5,3.3,4.2,55,34
RSM333H1,Craig Geoffrey,Fall,2017,3.9,4.1,4.3,4,3.8,3.9,4.4,3.5,3.9,51,30
RSM230H1,David Goldreich,Fall,2017,4.3,4.5,4.7,4.3,4.2,4.2,4.7,3.8,4,53,27
RSM230H1,David Goldreich,Fall,2017,4.2,4.4,4.7,4.2,4.3,4.2,4.7,3.3,4.1,54,27
RSM230H1,David Goldreich,Fall,2017,3.9,4.1,4.4,4.1,4.2,3.8,4.3,3.5,3.9,58,16
RSM484H1,Lu Han,Fall,2017,4.1,4.3,4.4,4.3,4.4,4.1,4.6,3.3,4.1,38,17
RSM353H1,Scott Hawkins,Fall,2017,4.7,4.8,4.9,4.4,4.4,4.7,4.8,3.1,4.7,45,24
RSM450H1,Julian House,Fall,2017,3.9,4.4,4.4,3.9,4.1,3.8,4.3,3,4.1,39,16
RSM353H1,Anne Iarocci,Fall,2017,4.5,4.7,4.9,4.4,4.4,4.7,4.9,3.2,4.7,56,40
RSM324H1,Abraham Iqbal,Fall,2017,4.2,4.5,4.7,4.5,4.5,4.3,4.7,3.6,3.9,52,41
RSM324H1,Abraham Iqbal,Fall,2017,4.4,4.7,4.6,4.4,4.3,4.4,4.5,3.5,4.2,58,42
RSM332H1,Raymond Kan,Fall,2017,4.1,3.9,3.6,3.8,3.7,3.3,3.7,4,3.1,48,29
RSM332H1,Raymond Kan,Fall,2017,4,3.3,3.6,3.6,3.6,3.1,3.7,4,2.7,47,29
RSM332H1,Raymond Kan,Fall,2017,3.8,3.3,3.3,3.3,3.2,3,3.4,3.9,2,46,17
RSM332H1,Raymond Kan,Fall,2017,4.5,4,3.8,4,3.7,3.6,3.9,4,3.4,40,25
RSM427H1,Michael Khan,Fall,2017,4.5,4.6,4.9,4.5,4.3,4.6,4.9,2.8,4.5,15,11
MGT100H1,Michael Khan,Fall,2017,3.5,3.8,3.9,3.5,3.6,3.4,3.9,3.1,3.6,340,142
RSM219H1,Michael Khan,Fall,2017,4,4.2,4.1,3.8,4,3.8,4.1,3.8,3.6,49,26
RSM219H1,Michael Khan,Fall,2017,3.9,4.1,4.1,3.8,4,3.8,4.2,3.7,3.5,57,43
RSM100H1,Michael Khan,Fall,2017,3.3,3.6,4.2,3.5,3.6,3.3,4.3,3.1,3.2,257,122
RSM100H1,Michael Khan,Fall,2017,3.2,3.5,4,3.3,3.3,3.1,4.1,3.3,3,258,147
RSM100H1,Michael Khan,Fall,2017,3.1,3.4,4.1,3.2,3.3,3,4.1,3.4,2.9,216,86
RSM324H1,Joan Kitunen,Fall,2017,3.8,4.1,3.7,3.6,3.7,3.5,4,3.9,3.2,27,22
RSM324H1,Joan Kitunen,Fall,2017,4.2,4.4,4.1,4.2,4.2,3.9,4.3,3.5,3.8,47,33
RSM490H1,Jan Klakurka,Fall,2017,3.4,3.4,3.8,3.8,3.8,3.5,4.1,2.9,3.5,49,9
RSM392H1,Jan Klakurka,Fall,2017,3.7,3.9,4.6,3.6,4.4,4.3,4.7,3.1,3.4,44,7
RSM222H1,Amy Kwan,Fall,2017,4,4.1,4.4,4,4.1,4.1,4.5,3.2,3.8,49,35
RSM222H1,Amy Kwan,Fall,2017,4,4.4,4.6,4.2,4.1,4.2,4.4,3.3,4.2,50,25
RSM222H1,Amy Kwan,Fall,2017,4.2,4.4,4.7,4.5,4.4,4.5,4.6,3.3,4.1,43,33
RSM322H1,Amy Kwan,Fall,2017,3.5,3.3,4.3,3.9,4,3.7,4.3,2.8,3.6,59,47
RSM482H1,Byung Lee,Fall,2017,4.5,4.3,4.4,4.4,4.5,4.4,4.4,2.4,4.5,13,8
RSM221H1,Wei-Yi Liao,Fall,2017,4.2,4.4,4.6,4.2,4.3,4.2,4.5,3.6,4,52,49
RSM221H1,Wei-Yi Liao,Fall,2017,4.3,4.3,4.3,4.1,4.1,4,4.1,3.4,4,54,49
RSM221H1,Wei-Yi Liao,Fall,2017,4.2,4.4,4.4,4.1,4.2,4.3,4.4,3.4,4.2,53,42
RSM392H1,Christopher Liu,Fall,2017,4.5,4.5,4.6,4.1,3.9,4.3,4.9,3,4.3,50,35
RSM392H1,Christopher Liu,Fall,2017,4.6,4.6,4.7,4.1,4.1,4.4,4.7,3.1,4.6,47,34
RSM392H1,Christopher Liu,Fall,2017,4.5,4.5,4.8,4.1,4.1,4.3,4.8,3,4.4,54,45
RSM270H1,Azarakhsh Malekian,Fall,2017,4.1,4.3,4.5,4.4,4.3,4.1,4.4,3.2,4.2,51,30
RSM270H1,Azarakhsh Malekian,Fall,2017,3.7,4,4.2,4,4.1,4,4.3,3.2,3.7,51,27
RSM270H1,Azarakhsh Malekian,Fall,2017,4,4,4.4,4.4,4.2,4,4.3,3.3,4.1,46,23
RSM321H1,Julie McDonald,Fall,2017,4,4.2,4.3,3.8,4,4.2,4.2,3.8,3.8,36,7
RSM321H1,Julie McDonald,Fall,2017,3.1,3.1,3,2.7,2.6,2.5,3.3,4.3,2.3,49,12
RSM323H1,Julie McDonald,Fall,2017,3.4,3.9,3.8,3.9,4,3.2,3.6,3,3,53,13
RSM221H1,Julie McDonald,Fall,2017,3,3.2,3,3,3.2,2.7,3.3,3.5,2.7,31,6
MGT100H1,John Oesch,Fall,2017,3.5,3.8,3.7,3.5,3.6,3.4,3.7,3.1,3.6,340,142
RSM100H1,John Oesch,Fall,2017,3.3,3.6,3.1,3.5,3.6,3.3,3.2,3.1,3.2,257,122
RSM100H1,John Oesch,Fall,2017,3.2,3.5,3.2,3.3,3.3,3.1,3.2,3.3,3,258,147
RSM100H1,John Oesch,Fall,2017,3.1,3.4,3.2,3.2,3.3,3,3.3,3.4,2.9,216,86
RSM322H1,Eszter Palancz,Fall,2017,3,3.2,4,3.5,3.4,3.2,4.3,2.8,3.5,41,26
RSM322H1,Eszter Palancz,Fall,2017,3.1,3.2,4,3.5,3.5,3.5,4,2.9,3.3,50,39
RSM322H1,Eszter Palancz,Fall,2017,3.4,3.3,4,3.8,3.8,3.6,3.9,2.8,3.6,48,31
RSM322H1,Eszter Palancz,Fall,2017,3.3,3.2,3.8,3.8,4,3.5,3.9,3.1,3.5,52,29
RSM450H1,Meera Paleja,Fall,2017,3.9,4.4,4.5,3.9,4.1,3.8,4.2,3,4.1,39,16
RSM493H1,Rebecca Reuber,Fall,2017,4.6,4.6,4.9,4.4,4.6,4.6,4.7,3.1,4.7,9,7
RSM493H1,Rebecca Reuber,Fall,2017,4.6,4.6,4.8,4.6,4.4,4.6,4.8,3.2,4.5,26,10
RSM250H1,Dan Richards,Fall,2017,4.1,3.9,4.6,4.1,4.2,4.2,4.7,3.1,4.2,61,17
RSM321H1,Gordon Richardson,Fall,2017,4.1,3.9,3.8,3.2,3.6,3.6,4.4,4.1,3.2,50,18
RSM340H1,Jennifer Riel,Fall,2017,3.9,4.4,4.5,4.2,4.2,4.1,4.7,2.7,4.3,46,14
RSM462H1,Hadiya Roderique,Fall,2017,3.4,3.5,4.2,3.8,3.8,3.6,4.3,3.4,3.6,53,16
RSM424H1,Matthew Roman,Fall,2017,4.5,4.8,4.8,4.3,4.4,4.4,4.3,3.4,4.3,38,20
RSM225H1,Jeff Rybak,Fall,2017,4.6,4.6,4.7,4.4,4.7,4.3,4.7,2.7,4.4,51,11
RSM405H1,David Scrymgeour,Fall,2017,4.6,4.7,4.8,4.4,4.5,4.4,4.5,3.1,4.4,44,13
RSM225H1,Jaclyn Seidman,Fall,2017,4.6,4.7,4.6,4.2,4.2,4.4,4.8,3.1,4.2,48,34
RSM225H1,Daniel Shear,Fall,2017,3.9,4.5,4.3,4,4,3.9,4.2,3.1,3.6,48,18
RSM423H1,Waldemar Smieliauskas,Fall,2017,3.7,3.7,3.6,3.6,3.5,3.3,3.9,3.6,3.3,51,26
RSM423H1,Waldemar Smieliauskas,Fall,2017,3.9,4.1,3.9,4.1,4.1,3.9,3.9,3.5,3.5,33,18
RSM251H1,Douglas Snetsinger,Fall,2017,3.7,3.6,3.4,3.6,3.7,3.5,3.5,2.6,3.7,47,12
RSM250H1,Douglas Snetsinger,Fall,2017,4.2,4.4,4.7,4.3,4.2,4.3,4.7,3,4.4,64,23
RSM219H1,Ralph Tassone,Fall,2017,4,4.4,4.6,4.1,4.1,4,4.4,3.5,4,62,49
RSM219H1,Ralph Tassone,Fall,2017,4.1,4.3,4.5,3.9,4,4,4.4,3.1,4.1,56,35
RSM422H1,Ralph Tassone,Fall,2017,3.9,4,4.5,3.5,3.6,3.8,4.4,3.6,3.4,52,35
RSM430H1,Fotini Tolias,Fall,2017,4.1,4.1,4.2,4.1,3.9,4,4.3,3.6,3.9,36,15
RSM430H1,Fotini Tolias,Fall,2017,4.5,4.4,4.5,4.1,4,4,4.3,3.3,4,57,30
RSM430H1,Fotini Tolias,Fall,2017,3.9,4.4,4.2,3.8,3.8,3.9,4.2,3.2,3.8,54,28
RSM430H1,Fotini Tolias,Fall,2017,4.8,4.8,5,4.9,5,4.7,4.8,2.9,4.7,43,10
RSM430H1,Fotini Tolias,Fall,2017,3.9,3.9,4,4.1,4,3.6,3.6,3.6,3.9,31,11
RSM405H1,Trevor Langdon,Fall,2017,4.6,4.7,4.3,4.4,4.5,4.4,4.3,3.1,4.4,44,13
RSM251H1,Luciano Volpe,Fall,2017,4.3,4.2,4.2,4.2,4.2,4,4.4,3,4,51,27
RSM435H1,Qing Wang,Fall,2017,4.6,4.7,4.6,4.6,4.5,4.3,4.6,3.6,4,43,15
RSM435H1,Qing Wang,Fall,2017,4.6,4.8,4.8,4.4,4.6,4.6,4.4,3.9,4.4,49,14
RSM435H1,Qing Wang,Fall,2017,4.1,4.4,4.8,4.4,4.7,4.6,4.6,3.9,4.3,47,10
RSM332H1,Liyan Yang,Fall,2017,4.4,3.9,3.7,4,4,3.6,4.3,4,3.6,49,12
RSM332H1,Liyan Yang,Fall,2017,3.8,3.8,3.7,3.5,3.4,3.2,3.7,3.9,3.2,46,19
RSM332H1,Liyan Yang,Fall,2017,4,3.8,4,3.9,3.6,3.3,4,3.8,3.3,49,16
RSM332H1,Liyan Yang,Fall,2017,3.5,3.5,3.5,3.8,3.3,3.1,3.7,3.9,3,45,18
RSM219H1,Elisa Zuliani,Fall,2017,3.8,4.1,4.3,3.9,4.1,3.8,4.2,3.1,4,48,22
RSM219H1,Elisa Zuliani,Fall,2017,4.1,4.2,4.2,4.1,4.3,4.2,4.3,3.2,4.2,62,24
RSM422H1,Elisa Zuliani,Fall,2017,3.9,3.8,4.6,4,3.8,3.9,4.7,3.9,3.9,51,16
RSM490H1,Jan Klakurka,Summer,2018,4.3,4,4.8,4.3,5,4.3,4.8,3,4.3,26,5
RSM333H1,Anwar Husain,Summer,2018,4.3,4.3,4.8,4.2,4,4.1,4.3,3.4,3.8,24,9
RSM295Y0,Sam Chiu,Summer,2018,3.7,3.6,4.1,4.1,3.8,3.9,4,2.6,3.9,49,14
RSM295Y0,Sam Chiu,Summer,2018,4.7,4.7,4.8,4.7,4.6,4.6,4.9,3.1,4.6,50,17
RSM295Y0,William Huggins,Summer,2018,4.4,4.4,4.4,3.9,4.1,4,4.5,4,3.9,20,20
RSM395Y0,Jan Klakurka,Summer,2018,4.6,4.7,4.7,4.7,4.6,4.7,4.9,3.2,4.9,30,10
RSM395Y0,Amy Kwan,Summer,2018,4.4,4.5,4.9,4.5,4.5,4.6,4.9,3.2,4.4,29,28
RSM220H1,Ralph Tassone,Summer,2017,4,4.4,4.4,4.2,4.2,4,4.3,3.4,3.9,40,24
RSM435H1,Otto Yung,Summer,2017,4.6,4.8,4.8,4.6,4.7,4.7,4.6,3.8,4.2,52,28
RSM324H1,Barbara Rockx,Summer,2017,4.1,4.6,4.7,4.3,4.3,4.6,4.6,3.9,3.8,23,8
RSM424H1,Matthew Roman,Summer,2017,4.4,4.6,4.9,4.9,4.9,4.6,4.9,3.3,4.1,26,8
RSM332H1,Xiaole Tan,Summer,2017,4.2,4.2,4.4,4.3,4.4,3.8,4.4,3.8,3.6,36,13
RSM332H1,Ali Sharifkhani,Summer,2017,4.5,4.6,4.8,4.6,4.5,4.3,4.7,3.4,4,45,31
RSM332H1,Yan Xiong,Summer,2017,4.6,4.4,4.8,4.5,4.4,4.4,4.7,3.3,4.2,38,25
RSM219H1,Elisa Zuliani,Summer,2017,4,4.6,4.8,4.4,4.6,4.4,4.8,3.2,4.4,15,5
RSM260H1,Afif Nassif,Summer,2017,3.8,4.5,4.7,4.3,4.4,4.5,4.6,2.5,4.4,39,13
RSM250H1,Dan Richards,Summer,2017,4.1,4.3,4.7,3.8,4.1,4.1,4.6,3.2,4.1,27,18
RSM221H1,Ralph Tassone,Summer,2017,4.1,4.3,4.5,4.3,4.1,3.8,4.3,3.5,3.9,21,15
RSM295Y0,Sam Chiu,Summer,2017,4.3,4.2,4.3,4.3,4.2,4,4.4,3,4,46,8
RSM295Y0,Sam Chiu,Summer,2017,4,4,4.6,3.8,3.6,4.2,4.4,3.2,4.2,48,5
RSM295Y0,William Huggins,Summer,2017,4,4.4,4.1,3.6,3.8,3.9,4.5,4,3.7,28,23
RSM395Y0,Jan Klakurka,Summer,2017,4.6,4.5,4.8,4.4,4.5,5,5,2.6,4.9,29,8
RSM395Y0,Amy Kwan,Summer,2017,4.2,4.2,4.7,4.4,4.5,4.4,4.7,3.4,4.6,29,29
RSM260H1,Katherine DeCelles,Summer,2018,4.3,4.3,4.6,4.3,4.3,4.1,4.6,3,4.1,28,23
RSM250H1,Dan Richards,Summer,2018,4,4.6,4.6,4.1,4.3,4.3,4.4,3.4,4.4,18,8
RSM220H1,Amy Kwan,Summer,2018,4.3,4.5,4.7,4.6,4.5,4.4,4.7,3.2,4.4,24,21
RSM435H1,Harry Burke,Summer,2018,4.1,4,4.2,4.1,4.1,3.9,4.3,3.6,4,50,36
RSM392H1,Jan Klakurka,Summer,2018,4.8,4.8,5,4.8,4.8,4.7,5,3.8,4.8,24,6
RSM324H1,Barbara Rockx,Summer,2018,4.4,4.8,4.7,4.6,4.5,4.7,4.5,3.4,3.9,27,10
RSM424H1,Matthew Roman,Summer,2018,4.3,4.4,4.3,4.1,4.1,4,4.1,3.1,3.9,29,14
RSM270H1,Hojat Abdolanezhad,Summer,2018,4.4,4.6,4.4,4.6,4.6,4.2,4.2,3,4.2,44,25
RSM100H1,Jan Klakurka,Summer,2018,4,4.4,4.2,4.6,4.6,4.2,4.2,3.6,3.8,15,5
RSM222H1,Jingjing Wang,Summer,2018,3.9,4.3,3.5,4.4,4.4,3.7,3.7,3,4,51,23
MGT201H1,Ralph Tassone,Winter,2017,3.7,4,4.2,3.9,3.9,3.7,4.1,3.1,3.7,105,36
RSM333H1,Anthony Mayadunne,Summer,2017,4.3,4.3,4.1,4.1,4.1,4,4.6,3.3,4,25,8
RSM333H1,Otto Yung,Summer,2017,3.8,4.1,4.6,4.2,4.3,4.2,4.6,3.6,3.2,47,14
RSM333H1,Rayomand Daroga,Summer,2017,4.3,4.4,4.7,4.1,4.2,4.2,4.8,3.4,3.7,35,18
RSM490H1,Jan Klakurka,Summer,2017,3.7,3.5,4.2,3.7,3.7,3.7,4.5,3.7,4,25,7
RSM270H1,Longyuan Du,Summer,2017,4.4,4.6,4.5,4.7,4.5,4.5,4.5,3.1,4.4,37,19
RSM222H1,Md. Chy,Summer,2017,3.6,4.2,4,4.3,4.4,4.1,4.1,3.1,4,34,18
RSM392H1,Jan Klakurka,Summer,2017,4,3.8,4.2,3.6,3.8,4,4.4,3.6,4.2,30,6
RSM100Y1,Jan Klakurka,Summer,2016,2.9,3.1,3.7,3,3.1,3,4.1,3.5,3.1,63,7
RSM221H1,Ralph Tassone,Summer,2016,4,4.6,4.2,3.9,3.8,3.6,3.9,4.4,3.8,20,14
RSM222H1,Wuyang Zhao,Summer,2016,4.1,4.5,4.4,4.6,4.6,4.4,4.5,3,4.3,31,21
RSM270H1,Yun Zhou,Summer,2016,4.5,4.4,4.6,4.7,4.5,4.5,4.6,3.5,4.6,22,12
RSM333H1,Christoph Schiller,Summer,2016,4,4.2,4.7,4.7,4.3,4,4.9,3.4,4.5,22,9
RSM333H1,Otto Yung,Summer,2016,4,4.2,4.6,4.1,4,4.1,4.4,3.9,3.7,32,14
RSM333H1,Otto Yung,Summer,2016,4.5,4.5,4.5,4.3,4.2,4.1,4.6,3.6,4,22,12
RSM392H1,Jan Klakurka,Summer,2016,4,3.5,3.9,3.4,3.9,3.6,4.4,3.5,3.8,37,8
RSM433H1,William Huggins,Winter,2016,4.3,4.3,4.6,3.8,3.8,4,4.4,3.9,4.1,15,8
RSM433H1,William Huggins,Winter,2016,4.4,4.4,4.3,4.4,4,4.2,4.4,3.8,4,36,20
RSM433H1,William Huggins,Winter,2016,4.6,4.4,4.7,4.5,4.3,4.2,4.4,3.9,4.3,41,18
RSM321H1,Julie McDonald,Winter,2016,3.7,3.9,4.3,3.7,3.6,3.7,4.5,3.8,3.7,48,15
RSM321H1,Gordon Richardson,Winter,2016,3.9,4.1,4.2,3.8,3.8,3.7,4.6,3.9,3.6,31,14
RSM323H1,Ping Zhang,Winter,2016,3.2,4,3.3,3.5,3.3,3,3.2,3.3,3,31,7
RSM323H1,Ping Zhang,Winter,2016,4.2,4.4,4,4,4,3.6,4.2,3.4,4.2,23,5
RSM323H1,Ralph Tassone,Winter,2016,3.2,3.7,4,3.5,3.6,3.5,4,3.1,3.5,54,25
RSM323H1,Ralph Tassone,Winter,2016,3.8,4.2,4.4,4,4,3.7,4.2,3,3.7,47,21
RSM423H1,Waldemar Smieliauskas,Winter,2016,3.9,4.2,4.5,3.9,4,3.8,4.5,3.7,3.6,50,15
RSM423H1,Waldemar Smieliauskas,Winter,2016,4.1,4.2,4.2,4.1,4.2,4.1,4.3,3.3,3.9,35,19
RSM423H1,Waldemar Smieliauskas,Winter,2016,3.9,3.9,4.2,4,4.1,3.8,4.2,3.4,3.8,48,19
RSM480H1,George Georgopoulos,Winter,2016,3.2,3.6,3.7,3.3,3.3,3.3,3.4,2.7,3.4,51,17
RSM459H1,Mark Leung,Winter,2016,4.4,4.6,4.8,4.4,4.5,4.6,4.8,2.8,4.8,29,24
RSM324H1,Abraham Iqbal,Winter,2016,4.4,4.5,4.4,4.5,4.3,4.2,4.4,3.6,4.3,41,29
RSM424H1,Joan Kitunen,Winter,2016,4.1,4.4,3.9,4,4.1,3.9,4,3.6,4,43,24
RSM424H1,Joan Kitunen,Winter,2016,3.8,4.1,3.7,3.9,4,3.4,3.8,3.2,3.6,47,19
RSM424H1,Abraham Iqbal,Winter,2016,4.8,4.9,4.9,4.5,4.4,4.6,4.8,3.4,4.7,52,38
RSM458H1,Scott Hawkins,Winter,2016,4.2,4.4,4.6,4.1,4.3,4.1,4.6,3.7,4.3,36,14
RSM458H1,Scott Hawkins,Winter,2016,4.7,4.2,4.6,4.7,4.7,4.3,4.5,3.7,4.5,20,6
RSM393H1,Katherine Magee,Winter,2016,4.2,4.6,4.8,4.6,4.4,4.5,4.6,4.4,4.4,39,16
RSM332H1,Rayomand Daroga,Winter,2016,4.1,4,4.6,3.8,3.9,3.9,4.4,3.6,3.4,44,26
RSM332H1,Qing Wang,Winter,2016,4.2,4.3,4.4,4.3,4.2,4.2,4.1,3.3,4.3,35,11
RSM332H1,Qing Wang,Winter,2016,3.7,3.8,4,4,4,4,4,3.3,3.7,38,8
RSM100H1,Jan Klakurka,Winter,2017,3.9,3.9,4.2,4.3,4.4,4.1,4.2,3.1,3.4,90,21
RSM219H1,Francesco Bova,Winter,2017,4,3.8,4.3,3.9,3.9,3.7,4.1,3.4,3.6,45,24
RSM219H1,Francesco Bova,Winter,2017,3.7,3.9,4.4,3.7,3.9,3.4,4.5,3.4,3.4,53,18
RSM219H1,Francesco Bova,Winter,2017,3.5,4.1,3.9,3.9,3.7,3.7,3.9,3.3,3.5,66,29
RSM219H1,Catherine Barrette,Winter,2017,4,4.2,4.4,4.1,4.1,3.9,4.4,3.4,4.2,54,25
RSM219H1,Catherine Barrette,Winter,2017,4,4.3,4.5,4,4.1,4,4.3,3.2,3.9,71,38
RSM219H1,Catherine Barrette,Winter,2017,3.9,4.2,4.5,4.1,4.1,4.1,4.3,3.2,3.8,55,35
RSM220H1,Dragan Stojanovic,Winter,2017,3.7,4,4.2,4.2,4.3,4.5,4.5,3.2,4.2,42,10
RSM220H1,Dragan Stojanovic,Winter,2017,4.1,4.2,4.5,3.7,3.9,3.7,4.6,3.6,3.7,52,14
RSM220H1,Dragan Stojanovic,Winter,2017,4.2,4.2,4.4,4.2,4.2,3.9,4.5,3.6,4.1,43,13
RSM220H1,Baohua Xin,Winter,2017,3.9,4.2,4.3,3.9,4,3.7,4.3,3.7,3.5,36,23
RSM220H1,Baohua Xin,Winter,2017,4.1,4.4,4.1,4.4,4.2,4,3.9,3.4,3.8,49,32
RSM220H1,Amy Kwan,Winter,2017,3.7,3.9,4.3,4,4,3.6,4,3.5,3.7,40,25
RSM220H1,Dragan Stojanovic,Winter,2017,4.2,4.2,4.5,4.1,4.1,4.1,4.7,3.9,3.7,50,17
RSM221H1,Catherine Barrette,Winter,2017,4.5,4.7,4.9,4.6,4.6,4.8,5,3.3,4.5,25,11
RSM222H1,Catherine Barrette,Winter,2017,3.6,3.9,4,3.7,3.8,3.4,4.2,3.3,3.7,51,26
RSM222H1,Amy Kwan,Winter,2017,3.9,4.4,4.6,4.3,4.3,4.1,4.4,3,3.9,55,47
RSM222H1,Eszter Palancz,Winter,2017,3.3,3.8,4,3.8,3.8,3.7,3.9,3.2,3.3,45,31
RSM222H1,Eszter Palancz,Winter,2017,3.5,4,4.2,4,3.9,3.5,4,3,3.6,58,31
RSM222H1,Scott Douglas,Winter,2017,4.2,4.4,4.3,4.4,4.3,3.9,4.2,3,3.8,51,13
RSM222H1,Eszter Palancz,Winter,2017,3.4,3.7,4,3.7,3.7,3.5,3.8,3.1,3.5,37,27
RSM222H1,Matthew Bamber,Winter,2017,4,4.4,4.9,4.3,4.3,4.5,4.9,3.2,3.9,53,33
RSM222H1,Eszter Palancz,Winter,2017,3.2,3.9,4.2,3.7,3.8,3.6,4,3.1,3.2,52,25
RSM222H1,Matthew Bamber,Winter,2017,4,4.4,4.9,4.1,4.3,4.4,4.9,3.1,4.2,48,27
RSM222H1,Amy Kwan,Winter,2017,3.8,4.3,4.5,4.3,4.3,4.1,4.6,2.9,4.1,52,42
RSM222H1,Catherine Barrette,Winter,2017,3.9,4.2,4.7,4.2,4.2,3.9,4.6,3,3.6,33,19
RSM222H1,Amy Kwan,Winter,2017,4.2,4.4,4.5,4.3,4.3,4.2,4.4,3.1,4.4,55,43
RSM222H1,Amy Kwan,Winter,2017,4,4.3,4.6,4.3,4.4,4.1,4.6,3.1,4.1,56,43
RSM225H1,Jeff Rybak,Winter,2017,4,3.8,3.9,3.8,4,3.9,4.1,2.5,3.7,44,12
RSM225H1,Daniel Shear,Winter,2017,4.2,4.3,3.3,4.2,4.3,3.7,3.5,2.7,3.8,48,6
RSM230H1,Maureen Stapleton,Winter,2017,4.2,4.4,4,4,4.2,3.6,4,3.1,3.9,51,26
RSM230H1,Maureen Stapleton,Winter,2017,4.2,4.5,4.6,4.1,4.4,4.1,4.7,3,4.3,51,23
RSM230H1,David Goldreich,Winter,2017,4.3,4.4,4.5,4.3,4.2,4.2,4.7,3.7,4.1,340,187
RSM230H1,David Goldreich,Winter,2017,4.1,4.3,4.3,4.1,4.1,3.9,4.6,3.6,4,211,92
RSM230H1,Fotini Tolias,Winter,2017,4.5,4.8,4.7,4.2,4.1,4.3,4.3,2.9,4.3,37,23
RSM250H1,Samuel Cukierman,Winter,2017,3.8,3.7,3.9,3.8,4.1,3,3.8,2.9,3.9,43,10
RSM250H1,Douglas Snetsinger,Winter,2017,3.8,4.1,4,4.1,4,3.9,4.3,2.8,3.9,71,33
RSM250H1,Dan Richards,Winter,2017,3.8,4,4.3,3.8,3.7,3.9,4.4,2.8,3.7,76,36
RSM250H1,Ron Bar Borkovsky,Winter,2017,4,4.2,4.4,4.2,4.3,4,4.5,2.8,4.4,50,45
RSM250H1,Dan Richards,Winter,2017,3.7,3.7,4.2,3.7,3.4,3.9,4.3,2.9,3.8,56,25
RSM250H1,Samuel Cukierman,Winter,2017,3.4,3.6,3.5,3.8,3.4,3,3.4,2.7,3.5,49,12
RSM250H1,Samuel Cukierman,Winter,2017,3.8,3.8,3.9,3.4,3.5,3.6,4.1,2.5,3.7,53,19
RSM250H1,Inez Blackburn,Winter,2017,4.3,4.5,4.7,4.3,4.3,4.2,4.6,2.5,4.3,71,23
RSM250H1,Inez Blackburn,Winter,2017,4.5,4.6,4.8,4.3,4.4,4.6,4.7,2.8,4.4,43,15
RSM250H1,Douglas Snetsinger,Winter,2017,3.8,4.1,4,4.1,4.1,4.1,3.9,3,4,57,18
RSM251H1,Luciano Volpe,Winter,2017,4.2,4,4,3.8,3.9,3.8,4.3,2.9,4,44,26
RSM251H1,Luciano Volpe,Winter,2017,4.3,4.1,4.6,4.1,4.2,4.1,4.7,3.1,4,41,31
RSM260H1,Alexander Kaju,Winter,2017,4.1,4.2,4.4,3.7,3.9,4,4.6,2.9,4,51,24
RSM260H1,Alexander Kaju,Winter,2017,4,4.2,4.7,4.1,4,4.1,4.5,2.9,4.2,48,23
RSM260H1,Afif Nassif,Winter,2017,4,4.1,4.4,3.9,4,4.1,4.3,2.9,3.9,44,30
